date,temp_c,depth,
10/2/1985,17.03,0,
10/2/1985,17.03,1,
10/2/1985,17,2,
10/2/1985,17,3,
10/2/1985,16.84,4,
10/2/1985,16.81,5,
10/2/1985,16.8,6,
10/2/1985,16.8,7,
10/2/1985,16.78,8,
10/2/1985,16.76,9,
10/2/1985,16.75,10,
10/2/1985,16.75,11,
10/2/1985,16.75,12,
10/2/1985,16.74,13,
10/2/1985,16.74,14,
10/2/1985,16.73,15,
10/2/1985,16.72,16,
10/2/1985,16.72,17,
10/2/1985,16.72,18,
10/2/1985,16.72,19,
10/2/1985,16.72,20,
10/2/1985,16.68,21,
10/2/1985,16.42,22,
10/2/1985,15.55,23,
10/2/1985,14.57,24,
10/2/1985,12.15,25,
10/2/1985,11.26,26,
10/2/1985,8.46,27,
10/2/1985,8.49,28,
10/2/1985,8.44,29,
10/2/1985,16.98,0,
10/2/1985,16.99,1,
10/2/1985,16.9,2,
10/2/1985,16.9,3,
10/2/1985,16.87,4,
10/2/1985,16.86,5,
10/2/1985,16.85,6,
10/2/1985,16.85,7,
10/2/1985,16.84,8,
10/2/1985,16.84,9,
10/2/1985,16.82,10,
10/2/1985,16.79,11,
10/2/1985,16.77,12,
10/2/1985,16.77,13,
10/2/1985,16.66,14,
10/2/1985,16.55,15,
10/2/1985,16.53,16,
10/2/1985,16.36,17,
10/2/1985,16.27,18,
10/2/1985,16.12,19,
10/2/1985,15.8,20,
10/2/1985,15.51,21,
10/2/1985,15.33,22,
10/2/1985,13.56,23,
10/2/1985,12.07,24,
10/2/1985,11.9,25,
10/2/1985,10.41,26,
10/2/1985,10.18,27,
10/2/1985,10,28,
10/2/1985,9.18,29,
10/2/1985,8.2,30,
10/2/1985,6.73,35,
10/2/1985,6.21,40,
10/2/1985,6.09,45,
10/2/1985,6.08,50,
10/2/1985,6.07,55,
10/2/1985,6.04,60,
10/2/1985,6.03,65,
10/2/1985,6.12,70,
10/2/1985,6.32,75,
10/2/1985,6.32,77,
10/2/1985,17.06,0,
10/2/1985,16.99,1,
10/2/1985,16.97,2,
10/2/1985,16.93,3,
10/2/1985,16.92,4,
10/2/1985,16.91,5,
10/2/1985,16.9,6,
10/2/1985,16.89,7,
10/2/1985,16.88,8,
10/2/1985,16.87,9,
10/2/1985,16.79,10,
10/2/1985,16.77,11,
10/2/1985,16.77,12,
10/2/1985,16.75,13,
10/2/1985,16.74,14,
10/2/1985,15.98,15,
10/2/1985,14.97,16,
10/2/1985,14.21,17,
10/2/1985,13.02,18,
10/2/1985,11.8,19,
10/2/1985,11.09,20,
10/2/1985,10.2,21,
10/2/1985,9.65,22,
10/2/1985,9.33,23,
10/2/1985,8.94,24,
10/2/1985,8.48,25,
10/2/1985,8.12,26,
10/2/1985,7.88,27,
10/2/1985,7.74,28,
10/2/1985,7.6,29,
10/2/1985,7.36,30,
10/2/1985,7.15,31,
10/2/1985,7.01,32,
10/2/1985,6.85,33,
10/2/1985,6.73,34,
10/2/1985,6.6,35,
10/2/1985,6.49,36,
10/2/1985,6.39,37,
10/2/1985,6.31,38,
10/2/1985,6.24,39,
10/2/1985,6.16,40,
10/2/1985,5.92,45,
10/2/1985,5.83,50,
10/2/1985,5.77,55,
10/2/1985,5.79,60,
10/2/1985,5.88,65,
10/2/1985,5.94,70,
10/2/1985,6.07,75,
10/2/1985,6.21,80,
10/2/1985,6.31,85,
10/2/1985,6.38,90,
10/2/1985,6.45,95,
10/2/1985,6.46,100,
10/2/1985,6.47,102,
11/7/1985,12.62,0,
11/7/1985,12.61,1,
11/7/1985,12.61,2,
11/7/1985,12.59,3,
11/7/1985,12.59,4,
11/7/1985,12.61,5,
11/7/1985,12.64,6,
11/7/1985,12.66,7,
11/7/1985,12.66,8,
11/7/1985,12.65,9,
11/7/1985,12.63,10,
11/7/1985,12.61,11,
11/7/1985,12.59,12,
11/7/1985,12.59,13,
11/7/1985,12.58,14,
11/7/1985,12.57,15,
11/7/1985,12.57,16,
11/7/1985,12.56,17,
11/7/1985,12.55,18,
11/7/1985,12.55,19,
11/7/1985,12.54,20,
11/7/1985,12.48,21,
11/7/1985,12.27,22,
11/7/1985,12.17,23,
11/7/1985,10.63,24,
11/7/1985,10.09,25,
11/7/1985,9.31,26,
11/7/1985,8.82,27,
11/7/1985,8.03,28,
11/7/1985,7.86,29,
11/7/1985,7.61,30,
11/7/1985,6.56,35,
11/7/1985,6.45,40,
11/7/1985,6.24,45,
11/7/1985,6.21,47,
11/7/1985,12.84,0,
11/7/1985,12.84,1,
11/7/1985,12.81,2,
11/7/1985,12.8,3,
11/7/1985,12.8,4,
11/7/1985,12.78,5,
11/7/1985,12.78,6,
11/7/1985,12.77,7,
11/7/1985,12.75,8,
11/7/1985,12.75,9,
11/7/1985,12.75,10,
11/7/1985,12.75,11,
11/7/1985,12.75,12,
11/7/1985,12.74,13,
11/7/1985,12.74,14,
11/7/1985,12.74,15,
11/7/1985,12.74,16,
11/7/1985,12.72,17,
11/7/1985,12.72,18,
11/7/1985,12.72,19,
11/7/1985,12.72,20,
11/7/1985,12.69,21,
11/7/1985,12.7,22,
11/7/1985,11.15,23,
11/7/1985,10.3,24,
11/7/1985,9.53,25,
11/7/1985,9.14,26,
11/7/1985,8.84,27,
11/7/1985,8.29,28,
11/7/1985,7.99,29,
11/7/1985,7.6,30,
11/7/1985,6.79,35,
11/7/1985,6.47,40,
11/7/1985,6.12,45,
11/7/1985,6.02,50,
11/7/1985,5.89,55,
11/7/1985,5.88,60,
11/7/1985,5.94,65,
11/7/1985,6.02,70,
11/7/1985,6.09,75,
11/7/1985,6.23,80,
11/7/1985,6.34,85,
11/7/1985,6.43,90,
11/7/1985,6.45,95,
11/7/1985,6.47,100,
12/12/1985,5.2,0,
12/12/1985,6.48,1,
12/12/1985,6.4,2,
12/12/1985,6.95,3,
12/12/1985,6.96,4,
12/12/1985,6.95,5,
12/12/1985,6.93,6,
12/12/1985,7.02,7,
12/12/1985,7.06,8,
12/12/1985,7.06,9,
12/12/1985,7.06,10,
12/12/1985,7.1,15,
12/12/1985,7.14,20,
12/12/1985,7.14,25,
12/12/1985,7.13,30,
12/12/1985,7.08,35,
12/12/1985,7.07,39,
12/12/1985,7.22,0,
12/12/1985,7.29,1,
12/12/1985,7.29,2,
12/12/1985,7.25,3,
12/12/1985,7.26,4,
12/12/1985,7.26,5,
12/12/1985,7.26,6,
12/12/1985,7.28,7,
12/12/1985,7.26,8,
12/12/1985,7.28,9,
12/12/1985,7.28,10,
12/12/1985,7.26,15,
12/12/1985,7.25,20,
12/12/1985,7.25,25,
12/12/1985,7.26,30,
12/12/1985,7.25,35,
12/12/1985,7.25,40,
12/12/1985,7.25,45,
12/12/1985,7.23,50,
12/12/1985,7.19,55,
12/12/1985,7.01,60,
12/12/1985,6.59,65,
12/12/1985,6.21,70,
12/12/1985,6.27,75,
12/12/1985,7.25,0,
12/12/1985,7.28,1,
12/12/1985,7.28,2,
12/12/1985,7.29,3,
12/12/1985,7.29,4,
12/12/1985,7.29,5,
12/12/1985,7.29,6,
12/12/1985,7.3,7,
12/12/1985,7.3,8,
12/12/1985,7.3,9,
12/12/1985,7.3,10,
12/12/1985,7.32,15,
12/12/1985,7.32,20,
12/12/1985,7.32,25,
12/12/1985,7.32,30,
12/12/1985,7.32,35,
12/12/1985,7.31,40,
12/12/1985,7.31,45,
12/12/1985,7.17,50,
12/12/1985,6.13,55,
12/12/1985,6.13,60,
12/12/1985,6.03,65,
12/12/1985,6,70,
12/12/1985,6.05,75,
12/12/1985,6.08,80,
12/12/1985,6.15,85,
12/12/1985,6.26,90,
12/12/1985,6.34,95,
12/12/1985,6.36,100,
12/12/1985,6.36,103,
12/12/1985,7.16,0,
12/12/1985,7.16,1,
12/12/1985,7.17,2,
12/12/1985,7.16,3,
12/12/1985,7.15,4,
12/12/1985,7.16,5,
12/12/1985,7.17,6,
12/12/1985,7.17,7,
12/12/1985,7.17,8,
12/12/1985,7.18,9,
12/12/1985,7.17,10,
12/12/1985,7.18,15,
12/12/1985,7.17,20,
12/12/1985,7.17,25,
12/12/1985,7.03,30,
12/12/1985,6.99,35,
12/12/1985,6.88,40,
12/12/1985,6.84,45,
12/12/1985,6.79,50,
12/12/1985,6.42,55,
12/12/1985,6.04,60,
12/12/1985,5.99,65,
12/12/1985,6.06,70,
12/12/1985,6.16,75,
1/8/1986,6.02,0,
1/8/1986,6.03,1,
1/8/1986,6,2,
1/8/1986,6,3,
1/8/1986,6,4,
1/8/1986,6,5,
1/8/1986,5.99,6,
1/8/1986,5.97,7,
1/8/1986,5.98,8,
1/8/1986,5.99,9,
1/8/1986,5.99,10,
1/8/1986,5.97,15,
1/8/1986,5.97,20,
1/8/1986,5.95,25,
1/8/1986,5.99,30,
1/8/1986,5.99,35,
1/8/1986,6.04,40,
1/8/1986,6.1,45,
1/8/1986,6.15,50,
1/8/1986,6.11,55,
1/8/1986,6.12,60,
1/8/1986,6.15,65,
1/8/1986,6.17,70,
1/8/1986,6.18,75,
1/8/1986,6.28,0,
1/8/1986,6.24,1,
1/8/1986,6.24,2,
1/8/1986,6.22,3,
1/8/1986,6.22,4,
1/8/1986,6.21,5,
1/8/1986,6.21,6,
1/8/1986,6.21,7,
1/8/1986,6.22,8,
1/8/1986,6.21,9,
1/8/1986,6.21,10,
1/8/1986,6.22,15,
1/8/1986,6.21,20,
1/8/1986,6.21,25,
1/8/1986,6.19,30,
1/8/1986,6.18,35,
1/8/1986,6.18,40,
1/8/1986,6.17,45,
1/8/1986,6.15,50,
1/8/1986,6.06,55,
1/8/1986,5.97,60,
1/8/1986,6.03,65,
1/8/1986,6.14,70,
1/8/1986,6.25,75,
1/13/1986,6.38,0,
1/13/1986,6.37,1,
1/13/1986,6.37,2,
1/13/1986,6.37,3,
1/13/1986,6.37,4,
1/13/1986,6.35,5,
1/13/1986,6.35,6,
1/13/1986,6.35,7,
1/13/1986,6.34,8,
1/13/1986,6.32,9,
1/13/1986,6.32,10,
1/13/1986,6.29,15,
1/13/1986,6.28,20,
1/13/1986,6.28,25,
1/13/1986,6.28,30,
1/13/1986,6.28,35,
1/13/1986,6.28,40,
1/13/1986,6.26,45,
1/13/1986,6.27,50,
1/13/1986,6.26,55,
1/13/1986,6.25,60,
1/13/1986,6.25,65,
1/13/1986,6.26,70,
1/13/1986,6.22,75,
1/13/1986,6.15,80,
1/13/1986,6.15,85,
1/13/1986,6.2,90,
1/13/1986,6.26,95,
1/13/1986,6.37,100,
1/13/1986,6.37,105,
2/27/1986,9.18,0,
2/27/1986,6.93,1,
2/27/1986,6.3,2,
2/27/1986,7.71,2,
2/27/1986,6.22,3,
2/27/1986,7.56,3,
2/27/1986,6.18,4,
2/27/1986,7.21,4,
2/27/1986,6.16,5,
2/27/1986,7.12,5,
2/27/1986,6.96,6,
2/27/1986,6.89,7,
2/27/1986,6.89,8,
2/27/1986,6.24,9,
2/27/1986,6.13,10,
2/27/1986,6.17,10,
2/27/1986,6.13,15,
2/27/1986,6.15,15,
2/27/1986,6.12,20,
2/27/1986,6.13,20,
2/27/1986,6.11,24,
2/27/1986,6.12,25,
2/27/1986,6.15,30,
2/27/1986,6.13,35,
2/27/1986,6.09,40,
2/27/1986,6.09,45,
2/27/1986,6.06,50,
2/27/1986,6.06,55,
2/27/1986,6.05,60,
2/27/1986,6.06,65,
2/27/1986,6.07,70,
2/27/1986,6.11,75,
2/27/1986,6.18,78,
2/27/1986,10.23,0,
2/27/1986,8.8,1,
2/27/1986,8.18,2,
2/27/1986,7.58,3,
2/27/1986,7.14,4,
2/27/1986,6.65,5,
2/27/1986,6.29,10,
2/27/1986,6.22,15,
2/27/1986,6.16,20,
2/27/1986,6.14,25,
2/27/1986,6.12,30,
2/27/1986,6.1,35,
2/27/1986,6.09,40,
2/27/1986,6.09,45,
2/27/1986,6.11,50,
2/27/1986,6.08,55,
2/27/1986,6.05,60,
2/27/1986,6.08,65,
2/27/1986,6.13,70,
2/27/1986,6.21,75,
2/27/1986,6.27,80,
2/27/1986,6.3,85,
2/27/1986,6.33,90,
2/27/1986,6.36,95,
2/27/1986,6.37,98,
3/5/1986,10.5,0,
3/5/1986,10.2,1,
3/5/1986,10.07,2,
3/5/1986,9.6,3,
3/5/1986,9.1,4,
3/5/1986,8.94,5,
3/5/1986,8.83,6,
3/5/1986,8.55,8,
3/5/1986,6.72,10,
3/5/1986,6.12,15,
3/5/1986,6.07,20,
3/5/1986,6.06,25,
3/5/1986,6.05,30,
3/5/1986,6.06,35,
3/5/1986,6.07,40,
3/5/1986,6.06,45,
3/5/1986,6.09,50,
3/5/1986,6.09,52,
3/5/1986,11.44,0,
3/5/1986,9.99,1,
3/5/1986,8.9,2,
3/5/1986,7.43,3,
3/5/1986,6.32,4,
3/5/1986,6.67,5,
3/5/1986,6.72,6,
3/5/1986,6.46,7,
3/5/1986,6.28,8,
3/5/1986,6.24,9,
3/5/1986,6.2,10,
3/5/1986,6.14,15,
3/5/1986,6.22,20,
3/5/1986,6.14,25,
3/5/1986,6.09,30,
3/5/1986,6.09,35,
3/5/1986,6.07,40,
3/5/1986,6.07,45,
3/5/1986,6.06,50,
3/5/1986,6.04,55,
3/5/1986,6.04,60,
3/5/1986,6.04,65,
3/5/1986,6.05,70,
3/5/1986,6.07,75,
3/5/1986,6.09,78,
3/5/1986,12.62,0,
3/5/1986,10.25,1,
3/5/1986,7.39,2,
3/5/1986,7.22,3,
3/5/1986,7.03,4,
3/5/1986,6.66,5,
3/5/1986,6.31,10,
3/5/1986,6.32,15,
3/5/1986,6.22,20,
3/5/1986,6.15,25,
3/5/1986,6.12,30,
3/5/1986,6.09,35,
3/5/1986,6.06,40,
3/5/1986,6.06,45,
3/5/1986,6.06,50,
3/5/1986,6.06,55,
3/5/1986,6.06,60,
3/5/1986,6.06,65,
3/5/1986,6.06,70,
3/5/1986,6.07,75,
3/5/1986,6.07,80,
3/5/1986,6.1,85,
3/5/1986,6.16,90,
3/5/1986,6.25,95,
3/5/1986,6.29,100,
3/5/1986,6.34,104,
3/5/1986,12.45,0,
3/5/1986,10.9,1,
3/5/1986,9.33,2,
3/5/1986,8.21,3,
3/5/1986,7.6,4,
3/5/1986,7.05,5,
3/5/1986,6.85,6,
3/5/1986,6.57,7,
3/5/1986,6.51,8,
3/5/1986,6.41,9,
3/5/1986,6.31,10,
3/5/1986,6.18,15,
3/5/1986,6.14,20,
3/5/1986,6.13,25,
3/5/1986,6.09,30,
3/5/1986,6.09,35,
3/5/1986,6.07,40,
3/5/1986,6.08,45,
3/5/1986,6.07,50,
3/5/1986,6.07,55,
3/5/1986,6.06,60,
3/5/1986,6.06,65,
3/5/1986,6.06,70,
3/5/1986,6.06,75,
3/5/1986,6.09,80,
4/3/1986,10.2,0,
4/3/1986,8.91,1,
4/3/1986,8.66,2,
4/3/1986,8.48,3,
4/3/1986,8.33,4,
4/3/1986,8.27,5,
4/3/1986,8.12,10,
4/3/1986,7.6,15,
4/3/1986,7.26,20,
4/3/1986,7.07,25,
4/3/1986,6.54,30,
4/3/1986,6.19,35,
4/3/1986,6.17,40,
4/3/1986,6.16,45,
4/3/1986,6.12,50,
4/3/1986,6.1,55,
4/3/1986,6.1,60,
4/3/1986,6.02,65,
4/3/1986,6.07,70,
4/3/1986,6.09,75,
4/3/1986,6.12,80,
4/3/1986,6.15,85,
4/3/1986,6.19,90,
4/3/1986,6.24,95,
4/3/1986,6.29,100,
4/3/1986,6.29,105,
4/3/1986,9.82,0,
4/3/1986,8.71,1,
4/3/1986,8.45,2,
4/3/1986,8.35,3,
4/3/1986,8.19,4,
4/3/1986,8.12,5,
4/3/1986,7.55,10,
4/3/1986,7.23,15,
4/3/1986,6.49,20,
4/3/1986,6.29,25,
4/3/1986,6.12,30,
4/3/1986,6.08,35,
4/3/1986,6.06,40,
4/3/1986,6.04,45,
4/3/1986,6.07,50,
4/3/1986,6.04,55,
4/3/1986,6.03,60,
4/3/1986,6.05,65,
4/3/1986,6.07,70,
4/3/1986,6.07,75,
4/9/1986,11.07,0,
4/9/1986,10.82,1,
4/9/1986,10.53,2,
4/9/1986,10.41,3,
4/9/1986,10.28,4,
4/9/1986,10.12,5,
4/9/1986,10.06,6,
4/9/1986,9.96,7,
4/9/1986,9.94,8,
4/9/1986,9.94,9,
4/9/1986,9.94,10,
4/9/1986,8.97,15,
4/9/1986,8.39,20,
4/9/1986,7.86,25,
4/9/1986,9.9,0,
4/9/1986,9.77,1,
4/9/1986,9.5,2,
4/9/1986,9.19,3,
4/9/1986,9.14,4,
4/9/1986,9.08,5,
4/9/1986,8.75,10,
4/9/1986,8.58,15,
4/9/1986,8.17,20,
4/9/1986,7.76,25,
4/9/1986,7.18,30,
4/9/1986,6.85,35,
4/9/1986,6.78,40,
4/9/1986,6.34,45,
4/9/1986,6.31,50,
4/9/1986,6.21,55,
4/9/1986,6.15,60,
4/9/1986,6.14,65,
4/9/1986,6.13,70,
4/9/1986,6.13,75,
5/5/1986,10.53,0,
5/5/1986,10.53,1,
5/5/1986,10.98,2,
5/5/1986,10.48,3,
5/5/1986,10.45,4,
5/5/1986,10.46,5,
5/5/1986,10.09,10,
5/5/1986,10.11,15,
5/5/1986,10.41,20,
5/5/1986,10.52,25,
5/5/1986,10.51,26,
5/5/1986,10.17,27,
5/5/1986,9.83,28,
5/5/1986,9.66,29,
5/5/1986,9.42,30,
5/5/1986,7.21,35,
5/5/1986,6.66,40,
5/5/1986,6.45,45,
5/5/1986,6.26,50,
5/5/1986,6.23,55,
5/5/1986,6.18,60,
5/5/1986,6.15,65,
5/5/1986,6.15,70,
5/5/1986,6.14,75,
5/5/1986,10.45,0,
5/5/1986,10.46,1,
5/5/1986,10.46,2,
5/5/1986,10.48,3,
5/5/1986,10.47,4,
5/5/1986,10.47,5,
5/5/1986,10.47,6,
5/5/1986,10.47,7,
5/5/1986,10.47,8,
5/5/1986,10.46,9,
5/5/1986,10.47,10,
5/5/1986,10.48,11,
5/5/1986,10.47,12,
5/5/1986,10.47,13,
5/5/1986,10.47,14,
5/5/1986,10.47,15,
5/5/1986,10.46,16,
5/5/1986,10.45,17,
5/5/1986,10.4,18,
5/5/1986,10.28,19,
5/5/1986,10.07,20,
5/5/1986,9.9,21,
5/5/1986,9.52,22,
5/5/1986,9.24,23,
5/5/1986,9.18,24,
5/5/1986,9.09,25,
5/5/1986,8.39,30,
5/5/1986,7.37,35,
5/5/1986,7.17,40,
5/5/1986,6.79,45,
5/5/1986,6.32,50,
5/5/1986,6.17,55,
5/5/1986,6.13,60,
5/5/1986,6.12,65,
5/5/1986,6.11,70,
5/5/1986,6.11,75,
5/5/1986,6.13,80,
5/5/1986,6.14,85,
5/5/1986,6.19,90,
5/5/1986,6.28,95,
5/5/1986,6.28,100,
5/5/1986,6.28,104,
5/5/1986,10.52,0,
5/5/1986,10.56,1,
5/5/1986,10.56,2,
5/5/1986,10.57,3,
5/5/1986,10.57,4,
5/5/1986,10.57,5,
5/5/1986,10.58,10,
5/5/1986,10.57,15,
5/5/1986,10.47,20,
5/5/1986,10.19,21,
5/5/1986,9.64,22,
5/5/1986,9,23,
5/5/1986,8.81,24,
5/5/1986,8.46,25,
5/5/1986,7.34,30,
5/5/1986,6.7,35,
5/5/1986,6.26,40,
5/5/1986,6.17,45,
5/5/1986,6.12,50,
5/5/1986,6.11,55,
5/5/1986,6.11,60,
5/5/1986,6.12,65,
5/5/1986,6.14,70,
5/5/1986,6.15,75,
5/5/1986,6.15,77,
6/3/1986,21.55,0,
6/3/1986,21.25,1,
6/3/1986,20.87,2,
6/3/1986,19.93,3,
6/3/1986,19.16,4,
6/3/1986,19.01,5,
6/3/1986,17.44,8,
6/3/1986,13.6,10,
6/3/1986,12.2,12,
6/3/1986,11.31,14,
6/3/1986,10.9,16,
6/3/1986,10.64,18,
6/3/1986,10.42,20,
6/3/1986,9.56,25,
6/3/1986,8.73,30,
6/3/1986,8.5,33,
6/3/1986,19.79,0,
6/3/1986,18.88,2,
6/3/1986,18.26,4,
6/3/1986,16.02,6,
6/3/1986,15.52,8,
6/3/1986,14.77,10,
6/3/1986,13.21,12,
6/3/1986,12.75,14,
6/3/1986,11.7,16,
6/3/1986,11.16,18,
6/3/1986,10.34,20,
6/3/1986,8.83,25,
6/3/1986,7.99,30,
6/3/1986,7.48,35,
6/3/1986,7,40,
6/3/1986,6.75,45,
6/3/1986,6.51,50,
6/3/1986,6.43,55,
6/3/1986,6.37,60,
6/3/1986,6.3,65,
6/3/1986,6.26,70,
6/3/1986,6.24,75,
6/3/1986,6.24,79,
6/3/1986,20.87,0,
6/3/1986,19.32,2,
6/3/1986,18.98,4,
6/3/1986,17.89,6,
6/3/1986,13.73,8,
6/3/1986,12.93,10,
6/3/1986,12.53,12,
6/3/1986,11.7,14,
6/3/1986,10.79,16,
6/3/1986,10.18,18,
6/3/1986,9.87,20,
6/3/1986,8.99,25,
6/3/1986,8.2,30,
6/3/1986,7.31,35,
6/3/1986,6.69,40,
6/3/1986,6.48,45,
6/3/1986,6.4,50,
6/3/1986,6.26,55,
6/3/1986,6.23,60,
6/3/1986,6.21,65,
6/3/1986,6.21,70,
6/3/1986,6.21,75,
6/3/1986,6.19,80,
6/3/1986,6.23,85,
6/3/1986,6.28,90,
6/3/1986,6.3,95,
6/3/1986,6.28,100,
6/3/1986,6.28,104,
6/3/1986,22.15,0,
6/3/1986,18.93,2,
6/3/1986,18.66,4,
6/3/1986,16.59,6,
6/3/1986,14.26,8,
6/3/1986,13.76,10,
6/3/1986,12.89,12,
6/3/1986,12.56,14,
6/3/1986,11.44,16,
6/3/1986,10.5,18,
6/3/1986,10.16,20,
6/3/1986,9.38,25,
6/3/1986,7.62,30,
6/3/1986,6.87,35,
6/3/1986,6.59,40,
6/3/1986,6.37,45,
6/3/1986,6.29,50,
6/3/1986,6.24,55,
6/3/1986,6.21,60,
6/3/1986,6.21,65,
6/3/1986,6.19,70,
6/3/1986,6.19,75,
6/3/1986,6.19,77,
7/9/1986,21.34,0,
7/9/1986,21.32,2,
7/9/1986,21.25,4,
7/9/1986,21.07,6,
7/9/1986,20.99,8,
7/9/1986,20.88,10,
7/9/1986,20.14,12,
7/9/1986,18.77,14,
7/9/1986,13.66,16,
7/9/1986,12.48,18,
7/9/1986,11.64,20,
7/9/1986,9.19,25,
7/9/1986,8.2,30,
7/9/1986,7.96,35,
7/9/1986,7.43,40,
7/9/1986,7,45,
7/9/1986,6.77,49,
7/9/1986,20.68,0,
7/9/1986,20.28,2,
7/9/1986,20.1,4,
7/9/1986,19.88,6,
7/9/1986,19.59,8,
7/9/1986,19.52,10,
7/9/1986,18.03,12,
7/9/1986,16.71,14,
7/9/1986,14.87,16,
7/9/1986,12.84,18,
7/9/1986,10.88,20,
7/9/1986,9.86,25,
7/9/1986,8.33,30,
7/9/1986,7.23,35,
7/9/1986,6.8,40,
7/9/1986,6.57,45,
7/9/1986,6.49,50,
7/9/1986,6.45,55,
7/9/1986,6.37,60,
7/9/1986,6.35,65,
7/9/1986,6.32,70,
7/9/1986,6.33,75,
7/9/1986,6.31,80,
7/9/1986,21.08,0,
7/9/1986,20.53,2,
7/9/1986,20.22,4,
7/9/1986,20.02,6,
7/9/1986,20,8,
7/9/1986,19.99,10,
7/9/1986,19.98,12,
7/9/1986,19.89,14,
7/9/1986,18.41,16,
7/9/1986,12.98,18,
7/9/1986,11.64,20,
7/9/1986,10.59,22,
7/9/1986,10.32,24,
7/9/1986,9.79,26,
7/9/1986,9.29,28,
7/9/1986,8.75,30,
7/9/1986,8,35,
7/9/1986,7.38,40,
7/9/1986,6.69,45,
7/9/1986,6.52,50,
7/9/1986,6.4,55,
7/9/1986,6.29,60,
7/9/1986,6.26,65,
7/9/1986,6.26,70,
7/9/1986,6.28,75,
7/9/1986,6.26,80,
7/9/1986,6.26,85,
7/9/1986,6.28,90,
7/9/1986,6.29,95,
7/9/1986,6.31,100,
7/9/1986,6.33,102,
7/21/1986,24.25,0,
7/21/1986,22.6,2,
7/21/1986,21.92,4,
7/21/1986,21.62,6,
7/21/1986,21.44,8,
7/21/1986,20.4,10,
7/21/1986,17,12,
7/21/1986,14.1,14,
7/21/1986,11.76,16,
7/21/1986,10.85,18,
7/21/1986,10.21,20,
7/21/1986,9.52,25,
7/21/1986,8.59,30,
7/21/1986,8.1,35,
7/21/1986,7.33,40,
7/21/1986,6.89,45,
7/21/1986,6.76,49,
7/21/1986,23.74,0,
7/21/1986,22.83,2,
7/21/1986,21.69,4,
7/21/1986,21.2,6,
7/21/1986,20.81,8,
7/21/1986,20.52,10,
7/21/1986,20.36,12,
7/21/1986,19.72,14,
7/21/1986,19.79,16,
7/21/1986,12.15,18,
7/21/1986,10.22,20,
7/21/1986,8.97,25,
7/21/1986,7.85,30,
7/21/1986,7.1,35,
7/21/1986,6.79,40,
7/21/1986,6.59,45,
7/21/1986,6.5,50,
7/21/1986,6.38,55,
7/21/1986,6.29,60,
7/21/1986,6.25,65,
7/21/1986,6.21,70,
7/21/1986,6.19,75,
7/21/1986,6.18,77,
7/21/1986,23.89,0,
7/21/1986,21.04,2,
7/21/1986,20.87,4,
7/21/1986,20.71,6,
7/21/1986,20.18,8,
7/21/1986,19.93,10,
7/21/1986,17.88,12,
7/21/1986,15.07,14,
7/21/1986,14.9,16,
7/21/1986,13.14,18,
7/21/1986,11.72,20,
7/21/1986,9.52,25,
7/21/1986,8.38,30,
7/21/1986,7.55,35,
7/21/1986,6.84,40,
7/21/1986,6.59,45,
7/21/1986,6.48,50,
7/21/1986,6.31,55,
7/21/1986,6.35,60,
7/21/1986,6.31,65,
7/21/1986,6.27,70,
7/21/1986,6.28,75,
7/21/1986,6.28,80,
7/21/1986,6.32,85,
7/21/1986,6.34,90,
7/21/1986,6.34,95,
7/21/1986,6.34,100,
7/21/1986,6.33,104,
8/4/1986,22.49,0,
8/4/1986,21.94,2,
8/4/1986,21.74,4,
8/4/1986,21.58,6,
8/4/1986,21.41,8,
8/4/1986,21.29,10,
8/4/1986,21.15,12,
8/4/1986,20.5,14,
8/4/1986,20.19,16,
8/4/1986,19.9,17,
8/4/1986,18.51,18,
8/4/1986,13.75,19,
8/4/1986,11.45,20,
8/4/1986,10.78,21,
8/4/1986,10.53,22,
8/4/1986,10.11,23,
8/4/1986,9.71,24,
8/4/1986,8.94,26,
8/4/1986,8.11,28,
8/4/1986,7.67,30,
8/4/1986,7.07,35,
8/4/1986,6.67,40,
8/4/1986,6.5,45,
8/4/1986,6.45,47,
8/4/1986,23.67,0,
8/4/1986,22.38,2,
8/4/1986,21.79,4,
8/4/1986,21.64,6,
8/4/1986,21.57,8,
8/4/1986,20.72,10,
8/4/1986,19.84,12,
8/4/1986,19.78,13,
8/4/1986,18.98,14,
8/4/1986,17.81,15,
8/4/1986,17.52,16,
8/4/1986,17.17,17,
8/4/1986,14.76,18,
8/4/1986,12.66,19,
8/4/1986,11.7,20,
8/4/1986,11.06,21,
8/4/1986,10.41,22,
8/4/1986,9.36,24,
8/4/1986,8.93,26,
8/4/1986,8.53,28,
8/4/1986,8.04,30,
8/4/1986,7.42,35,
8/4/1986,6.78,40,
8/4/1986,6.65,45,
8/4/1986,6.48,50,
8/4/1986,6.29,55,
8/4/1986,6.27,60,
8/4/1986,6.28,65,
8/4/1986,6.26,70,
8/4/1986,6.28,75,
8/4/1986,23.43,0,
8/4/1986,22.93,2,
8/4/1986,22.82,4,
8/4/1986,22.5,6,
8/4/1986,22.06,8,
8/4/1986,21.16,10,
8/4/1986,19.37,12,
8/4/1986,19.01,14,
8/4/1986,18.79,15,
8/4/1986,18.67,16,
8/4/1986,16.83,17,
8/4/1986,15.44,18,
8/4/1986,13.77,19,
8/4/1986,12.88,20,
8/4/1986,12.17,21,
8/4/1986,11.71,22,
8/4/1986,11.17,23,
